order_id,user_id,status,amount,region,priority,order_date
ORD-549707,USR-9019,Completed,131.98,South,High,2023-05-04
ORD-549708,USR-11425,Processing,4208.02,West,Medium,2023-10-04
ORD-549709,USR-5307,Cancelled,1811.99,East,Low,2023-03-05
ORD-549710,USR-12539,Pending,1329.01,East,High,2023-02-03
ORD-549711,USR-8253,Processing,3838.23,East,High,2023-04-04
ORD-549712,USR-11761,Pending,2930.58,West,Low,2023-03-22
ORD-549713,USR-15022,Cancelled,1302.89,East,Low,2023-03-10
ORD-549714,USR-4335,Completed,690.2,North,Medium,2023-11-26
ORD-549715,USR-9707,Cancelled,1605.34,West,Low,2023-07-01
ORD-549716,,Processing,733.62,North,Medium,2023-06-02
ORD-549717,USR-6848,Completed,2740.81,South,High,2023-11-11
ORD-549718,USR-14587,Processing,1411.27,East,Low,2023-08-14
ORD-549719,USR-12156,Pending,2971.74,South,High,2023-08-28
ORD-549720,USR-6301,Processing,4444.93,North,High,2023-04-30
ORD-549721,USR-13347,Processing,1343.2,South,Low,2023-12-20
ORD-549722,,Processing,115.29,West,Medium,2023-05-19
ORD-549723,USR-3449,Cancelled,1123.37,West,Low,2023-07-04
ORD-549724,USR-4669,Cancelled,3821.58,West,Low,2023-02-17
ORD-549725,USR-14158,Pending,3563.99,West,High,2024-01-31
ORD-549726,USR-9466,Pending,713.96,South,Low,2024-01-27
ORD-549727,USR-14534,Completed,948.61,West,High,2023-07-14
ORD-549728,,Pending,2608.39,South,High,2023-07-24
ORD-549729,USR-12984,Cancelled,4003.51,North,High,2023-04-04
ORD-549730,USR-13950,Pending,2742.29,West,Medium,2023-07-30
ORD-549731,USR-8146,Processing,436.16,North,Low,2024-01-21
ORD-549732,USR-12450,Cancelled,4190.52,West,High,2023-07-03
ORD-549733,USR-6502,Pending,1793.92,East,Medium,2024-02-15
ORD-549734,,Completed,2194.1,West,Medium,2023-11-07
ORD-549735,USR-4720,Processing,3319.73,East,Medium,2023-07-02
ORD-549736,USR-9745,Cancelled,2055.69,North,Low,2023-08-28
ORD-549737,USR-6378,Completed,1366.55,East,Low,2024-01-27
ORD-549738,USR-13961,Cancelled,2686.31,West,Medium,2023-06-22
ORD-549739,USR-8004,Pending,263.62,East,High,2023-10-03
ORD-549740,USR-10521,Pending,3454.14,South,Medium,2023-02-20
ORD-549741,USR-2764,Cancelled,1452.46,East,Low,2023-06-03
ORD-549742,USR-14288,Processing,3986.7,North,High,2023-10-25
ORD-549743,USR-5204,Pending,3480.87,East,High,2023-12-30
ORD-549744,USR-9784,Completed,4352.36,North,Low,2023-05-08
ORD-549745,USR-12620,Cancelled,1916.88,North,High,2023-09-05
ORD-549746,USR-4947,Completed,388.31,South,Low,2023-03-15
ORD-549747,USR-13882,Processing,3405.32,West,Low,2023-06-19
ORD-549748,USR-13437,Cancelled,1184.19,West,Medium,2023-10-23
ORD-549749,USR-11666,Cancelled,4096.48,East,Low,2023-08-02
ORD-549750,USR-12759,Cancelled,3274.92,North,Medium,2024-02-28
ORD-549751,USR-5533,Cancelled,4327.53,North,High,2023-12-29
ORD-549752,USR-9383,Cancelled,1699.4,West,Medium,2024-02-03
ORD-549753,USR-13289,Processing,3285.35,South,High,2024-01-04
ORD-549754,USR-8971,Completed,2637.29,East,High,2023-12-29
ORD-549755,,Processing,1991.25,North,Low,2024-02-17
ORD-549756,USR-12155,Cancelled,903.81,East,Low,2023-04-26
ORD-549757,USR-2842,Completed,2741.59,West,Low,2023-09-23
ORD-549758,USR-15854,Pending,2490.16,South,Medium,2023-09-25
ORD-549759,USR-6179,Completed,4370.91,South,Low,2024-01-03
ORD-549760,USR-12124,Completed,3146.06,North,Low,2023-11-06
ORD-549761,USR-11787,Pending,3810.77,East,Low,2023-02-26
ORD-549762,USR-13531,Completed,2207.56,South,High,2023-10-03
ORD-549763,USR-7239,Pending,438.87,North,Low,2024-01-24
ORD-549764,USR-11737,Cancelled,1825.81,North,High,2023-11-11
ORD-549765,USR-13573,Cancelled,1839.34,South,Medium,2023-12-02
ORD-549766,USR-6198,Cancelled,2777.59,East,Low,2024-01-06
ORD-549767,USR-4014,Completed,1859.77,South,Low,2023-09-03
ORD-549768,USR-12337,Pending,1119.99,East,High,2023-12-04
ORD-549769,USR-7865,Cancelled,500.25,South,Low,2023-05-23
ORD-549770,USR-6644,Completed,102.74,West,High,2023-02-20
ORD-549771,USR-7186,Completed,2593.88,West,Medium,2023-03-09
ORD-549772,USR-9147,Processing,3576.54,North,Medium,2024-03-17
ORD-549773,USR-6142,Pending,463.23,South,Medium,2024-03-21
ORD-549774,USR-14378,Pending,2782.84,West,High,2023-12-10
ORD-549775,USR-3587,Pending,151.82,East,Medium,2023-12-06
ORD-549776,USR-3468,Pending,3741.82,South,Low,2023-12-07
ORD-549777,USR-9637,Cancelled,3125.27,South,Low,2023-11-06
ORD-549778,USR-14647,Cancelled,2336.6,South,Low,2023-08-15
ORD-549779,USR-10909,Pending,3632.07,South,High,2023-05-25
ORD-549780,USR-2899,Pending,2891.08,East,Medium,2023-12-19
ORD-549781,USR-7434,Cancelled,152.68,East,Low,2023-05-12
ORD-549782,USR-9351,Processing,4387.22,West,Medium,2023-01-20
ORD-549783,USR-12334,Processing,946.3,South,High,2023-08-21
ORD-549784,USR-8078,Cancelled,4413.23,South,Low,2023-09-11
ORD-549785,USR-13875,Pending,3852.16,East,Medium,2023-10-22
ORD-549786,USR-7040,Completed,425.0,West,Low,2023-06-11
ORD-549787,USR-14758,Completed,206.06,West,Medium,2023-11-16
ORD-549788,USR-15944,Pending,3879.51,South,High,2023-11-18
ORD-549789,USR-2382,Processing,1781.61,West,Low,2023-10-10
ORD-549790,USR-7782,Pending,1453.24,South,High,2023-05-22
ORD-549791,USR-10394,Completed,2934.39,East,High,2023-03-09
ORD-549792,USR-12608,Completed,649.79,North,High,2023-12-29
ORD-549793,USR-8165,Cancelled,1921.41,South,High,2023-12-21
ORD-549794,USR-7561,Pending,2389.43,North,Low,2023-02-01
ORD-549795,USR-2965,Completed,3166.58,East,Low,2023-06-07
ORD-549796,USR-11086,Processing,1648.44,West,Medium,2024-02-05
ORD-549797,USR-1722,Completed,2210.02,East,Medium,2023-03-19
ORD-549798,USR-9905,Completed,3223.98,North,High,2023-05-31
ORD-549799,USR-9730,Completed,1800.55,West,Low,2023-11-09
ORD-549800,USR-11149,Pending,3331.12,South,High,2023-01-18
ORD-549801,USR-14157,Completed,2003.83,South,High,2024-01-07
ORD-549802,USR-10492,Completed,2249.05,East,Medium,2023-11-07
ORD-549803,USR-13854,Completed,879.96,East,Low,2023-03-06
ORD-549804,,Cancelled,3309.57,West,Medium,2023-06-28
ORD-549805,USR-15365,Processing,1472.46,East,Low,2023-11-16
ORD-549806,,Completed,1410.72,West,Medium,2023-08-06
ORD-549807,USR-3098,Processing,2940.31,North,Medium,2023-03-31
ORD-549808,USR-5030,Cancelled,4078.42,West,Medium,2023-12-06
ORD-549809,USR-1841,Pending,172.17,North,High,2024-02-19
ORD-549810,USR-11278,Completed,821.71,South,Medium,2023-04-15
ORD-549811,USR-10877,Processing,2083.88,North,High,2024-02-13
ORD-549812,USR-4100,Pending,2835.02,North,High,2023-06-22
ORD-549813,USR-7454,Pending,3147.1,South,Low,2024-02-04
ORD-549814,USR-6864,Completed,2173.99,East,Low,2023-09-03
ORD-549815,USR-6154,Processing,3694.32,West,Medium,2023-07-15
ORD-549816,USR-13488,Completed,992.14,South,High,2023-07-10
ORD-549817,USR-12559,Pending,3166.65,North,Medium,2023-01-10
ORD-549818,USR-13240,Processing,725.24,West,Medium,2023-06-02
ORD-549819,,Cancelled,2692.84,West,High,2023-05-13
ORD-549820,USR-3961,Cancelled,1056.13,South,Medium,2024-02-16
ORD-549821,USR-2615,Cancelled,3070.98,East,Low,2024-01-30
ORD-549822,USR-7409,Cancelled,1022.13,East,Medium,2023-02-16
ORD-549823,,Completed,2202.14,North,High,2024-02-29
ORD-549824,USR-5885,Processing,740.05,South,Low,2024-03-05
ORD-549825,USR-13898,Processing,4267.5,South,High,2023-10-20
ORD-549826,USR-3042,Completed,3914.06,North,Low,2023-12-14
ORD-549827,USR-5669,Cancelled,3128.25,North,High,2023-05-21
ORD-549828,USR-7325,Pending,1509.01,East,High,2023-06-21
ORD-549829,USR-8168,Pending,800.36,South,Medium,2023-03-20
ORD-549830,USR-13713,Processing,1040.95,East,High,2024-03-01
ORD-549831,USR-6375,Cancelled,2107.48,East,High,2023-12-02
ORD-549832,USR-12107,Completed,1081.92,West,Medium,2024-01-25
ORD-549833,USR-15774,Cancelled,3346.26,North,Medium,2023-08-26
ORD-549834,USR-13283,Cancelled,840.56,South,High,2023-05-29
ORD-549835,USR-4057,Processing,3353.95,North,Low,2023-01-15
ORD-549836,USR-12813,Completed,4131.88,West,High,2023-09-14
ORD-549837,USR-12991,Processing,3318.28,South,Medium,2024-01-26
ORD-549838,USR-2116,Processing,2709.31,East,Medium,2023-04-01
ORD-549839,USR-2512,Pending,1848.45,East,Low,2023-12-17
ORD-549840,,Completed,2313.48,North,Low,2024-02-04
ORD-549841,USR-8560,Pending,2178.02,East,Low,2024-03-25
ORD-549842,USR-6974,Pending,4428.75,North,High,2024-02-17
ORD-549843,USR-11352,Processing,1750.6,West,Medium,2023-06-29
ORD-549844,USR-6091,Completed,2514.25,West,High,2023-12-18
ORD-549845,USR-11402,Cancelled,1761.74,West,Low,2024-01-22
ORD-549846,USR-15092,Cancelled,840.79,South,Low,2023-03-30
ORD-549847,,Pending,2639.43,North,Low,2023-06-09
ORD-549848,USR-12755,Completed,3410.33,South,High,2023-09-28
ORD-549849,USR-10135,Processing,3861.9,South,Low,2023-04-22
ORD-549850,USR-8759,Completed,2083.25,East,High,2024-02-06
ORD-549851,USR-5391,Cancelled,3819.26,West,High,2023-03-13
ORD-549852,USR-15729,Cancelled,3546.11,South,High,2023-06-28
ORD-549853,USR-15480,Cancelled,4216.8,West,Low,2023-12-18
ORD-549854,USR-2991,Processing,324.97,West,High,2023-09-01
ORD-549855,USR-9894,Cancelled,3298.69,West,High,2023-03-02
ORD-549856,USR-9502,Completed,564.13,North,Low,2023-10-31
ORD-549857,USR-3644,Cancelled,762.87,West,Low,2024-01-13
ORD-549858,USR-10521,Pending,3108.83,North,Low,2023-03-14
ORD-549859,USR-5288,Pending,1232.37,West,High,2023-08-22
ORD-549860,USR-7867,Processing,700.58,West,High,2023-08-04
ORD-549861,USR-4373,Pending,1759.11,West,Low,2023-04-10
ORD-549862,USR-6785,Pending,1642.58,North,Low,2023-05-05
ORD-549863,USR-8421,Processing,3885.45,South,Medium,2023-11-04
ORD-549864,USR-11169,Processing,3213.25,North,Medium,2023-04-28
ORD-549865,USR-9082,Processing,949.81,East,Medium,2023-10-14
ORD-549866,USR-15889,Processing,1074.0,South,High,2024-02-07
ORD-549867,USR-3138,Completed,564.18,West,High,2023-08-20
ORD-549868,USR-1125,Completed,3111.93,West,Low,2023-11-03
ORD-549869,USR-10787,Pending,1424.33,South,Low,2023-01-14
ORD-549870,USR-5101,Completed,1116.39,West,Low,2024-01-27
ORD-549871,USR-3254,Processing,2160.48,East,Medium,2023-10-25
ORD-549872,USR-3752,Processing,831.85,East,Medium,2023-01-05
ORD-549873,,Completed,2699.8,North,Medium,2024-03-24
ORD-549874,USR-5971,Processing,614.58,East,Low,2024-03-15
ORD-549875,USR-15180,Cancelled,348.0,North,High,2024-02-20
ORD-549876,USR-3084,Processing,1082.92,East,Medium,2023-07-07
ORD-549877,USR-1803,Completed,2773.38,West,Medium,2023-04-20
ORD-549878,USR-13351,Processing,4428.88,South,High,2023-03-13
ORD-549879,USR-3117,Processing,1317.11,East,Medium,2023-08-10
ORD-549880,USR-12527,Pending,1175.47,West,Low,2024-02-12
ORD-549881,USR-4008,Completed,2937.75,North,Low,2023-06-05
ORD-549882,USR-13899,Cancelled,3839.25,East,Medium,2023-12-26
ORD-549883,USR-2597,Pending,3593.63,South,High,2023-02-11
ORD-549884,USR-10709,Cancelled,2947.0,East,High,2023-02-12
ORD-549885,USR-4128,Cancelled,1227.26,North,Low,2023-04-09
ORD-549886,USR-14027,Pending,1716.99,South,Medium,2023-12-15
ORD-549887,USR-8690,Completed,2687.65,North,Low,2023-12-11
ORD-549888,USR-8548,Completed,1430.56,East,High,2024-02-01
ORD-549889,USR-13525,Completed,2938.0,North,Low,2024-01-06
ORD-549890,USR-11659,Cancelled,1166.06,East,High,2023-05-21
ORD-549891,USR-11298,Completed,1810.02,North,Medium,2023-01-18
ORD-549892,USR-7042,Completed,403.14,West,Low,2024-03-01
ORD-549893,USR-15911,Completed,1241.27,North,Low,2023-12-30
ORD-549894,USR-13345,Cancelled,3848.43,East,High,2023-03-31
ORD-549895,USR-4863,Cancelled,1774.63,South,High,2023-03-26
ORD-549896,USR-1045,Completed,1447.02,South,High,2024-02-19
ORD-549897,USR-2987,Cancelled,3004.76,East,Low,2023-08-27
ORD-549898,USR-12121,Completed,2283.95,West,Low,2023-09-28
ORD-549899,USR-12049,Processing,1778.34,North,High,2023-04-09
ORD-549900,USR-15061,Pending,564.5,East,Medium,2023-04-25
ORD-549901,USR-15330,Cancelled,3538.05,North,Low,2023-01-31
ORD-549902,USR-12907,Pending,4154.93,South,Low,2023-01-07
ORD-549903,USR-1168,Completed,364.18,West,Medium,2023-01-23
ORD-549904,USR-3332,Pending,354.12,East,Medium,2023-02-19
ORD-549905,USR-2367,Completed,2391.68,West,High,2023-08-08
ORD-549906,USR-2348,Cancelled,2466.81,South,High,2023-03-14
ORD-549907,USR-7462,Pending,702.26,South,Medium,2023-07-19
ORD-549908,USR-5187,Processing,237.11,South,Medium,2024-03-19
ORD-549909,USR-9285,Processing,4428.27,West,High,2023-03-02
ORD-549910,USR-10946,Pending,2734.4,West,High,2023-04-09
ORD-549911,USR-11885,Cancelled,1047.16,West,Low,2023-09-15
ORD-549912,USR-8517,Cancelled,2077.63,East,Low,2023-08-29
ORD-549913,USR-10601,Processing,1233.58,South,Low,2023-12-05
ORD-549914,USR-15034,Completed,1421.0,West,Medium,2023-12-04
ORD-549915,USR-7271,Processing,1098.02,East,High,2023-03-13
ORD-549916,USR-7989,Processing,2538.13,West,Medium,2024-03-05
ORD-549917,USR-14368,Pending,4143.24,East,High,2024-03-10
ORD-549918,USR-12215,Processing,1481.41,South,Medium,2023-06-02
ORD-549919,USR-5982,Pending,4021.74,West,High,2024-03-13
ORD-549920,USR-1026,Processing,3079.53,East,Medium,2023-12-29
ORD-549921,USR-15942,Pending,434.9,West,High,2023-09-09
ORD-549922,USR-7436,Completed,2590.04,North,Medium,2024-01-30
ORD-549923,,Pending,66.69,West,High,2023-01-09
ORD-549924,USR-13029,Pending,313.88,North,Low,2023-07-19
ORD-549925,USR-4874,Processing,3842.18,East,Low,2023-05-25
ORD-549926,USR-14349,Pending,1961.28,West,High,2023-04-24
ORD-549927,USR-5956,Completed,3104.26,South,Medium,2023-11-05
ORD-549928,USR-7587,Processing,1482.63,East,Low,2023-08-22
ORD-549929,USR-10086,Pending,830.67,West,Low,2023-02-23
ORD-549930,USR-11840,Cancelled,1950.0,East,High,2024-03-26
ORD-549931,USR-1930,Completed,2447.53,North,High,2023-05-30
ORD-549932,,Completed,4197.75,North,Medium,2023-07-12
ORD-549933,USR-12556,Completed,1874.49,West,Medium,2023-03-05
ORD-549934,USR-2108,Processing,3591.79,West,Low,2023-02-16
ORD-549935,USR-9224,Cancelled,2691.64,East,Low,2024-01-26
ORD-549936,USR-1350,Pending,4466.92,West,Medium,2023-09-20
ORD-549937,USR-9361,Processing,4158.04,East,High,2023-02-17
ORD-549938,USR-4353,Completed,3535.57,South,Low,2023-02-15
ORD-549939,USR-4666,Pending,4364.16,North,Medium,2023-10-17
ORD-549940,USR-14216,Completed,1064.41,East,Low,2023-11-29
ORD-549941,USR-9591,Completed,1108.71,North,Medium,2023-03-31
ORD-549942,USR-8112,Processing,683.19,North,High,2024-03-23
ORD-549943,USR-7232,Processing,787.71,West,Low,2023-02-13
ORD-549944,USR-11829,Cancelled,2309.65,East,High,2023-12-01
ORD-549945,USR-5074,Cancelled,2232.63,West,Medium,2023-10-26
ORD-549946,,Completed,2078.77,West,High,2024-02-29
ORD-549947,USR-4641,Pending,4105.44,East,High,2023-02-02
ORD-549948,USR-4821,Pending,259.17,East,Low,2023-12-11
ORD-549949,USR-6156,Pending,4354.55,West,High,2023-05-02
ORD-549950,USR-3791,Cancelled,459.08,West,Medium,2023-03-17
ORD-549951,USR-5924,Completed,2441.7,East,Medium,2023-06-20
ORD-549952,USR-13446,Cancelled,3850.41,North,High,2024-02-15
ORD-549953,USR-6399,Completed,1800.28,West,Medium,2023-11-06
ORD-549954,USR-13394,Cancelled,4419.78,South,High,2023-08-26
ORD-549955,USR-15126,Cancelled,1471.66,North,High,2023-08-10
ORD-549956,USR-15967,Pending,4281.26,West,Low,2024-03-26
ORD-549957,USR-11374,Processing,304.89,North,High,2023-08-24
ORD-549958,USR-8729,Processing,3345.59,South,Medium,2023-03-13
ORD-549959,USR-8988,Cancelled,1948.66,South,Medium,2023-09-15
ORD-549960,USR-13253,Processing,379.29,South,Low,2023-04-23
ORD-549961,,Pending,2896.43,North,Low,2023-09-07
ORD-549962,USR-9925,Processing,2890.05,East,Low,2024-02-24
ORD-549963,USR-12635,Cancelled,4353.3,South,Low,2023-09-14
ORD-549964,USR-12630,Pending,2332.91,West,Medium,2023-05-04
ORD-549965,USR-2989,Cancelled,3488.12,East,Low,2023-08-03
ORD-549966,,Cancelled,4056.44,North,Low,2023-06-09
ORD-549967,USR-3161,Completed,103.48,West,Low,2023-10-21
ORD-549968,USR-5661,Pending,3381.74,East,Low,2023-09-21
ORD-549969,USR-11070,Cancelled,3016.58,North,High,2023-10-12
ORD-549970,USR-3034,Completed,1970.31,North,High,2023-01-25
ORD-549971,USR-4844,Completed,1166.58,West,High,2023-06-21
ORD-549972,USR-4793,Cancelled,3923.4,South,High,2023-04-30
ORD-549973,USR-13948,Cancelled,2718.21,East,Medium,2023-12-31
ORD-549974,USR-14457,Cancelled,292.82,South,Low,2024-01-25
ORD-549975,USR-6852,Completed,2655.61,North,High,2023-01-30
ORD-549976,USR-6996,Completed,2993.29,South,Low,2024-01-16
ORD-549977,USR-10625,Pending,884.63,North,Medium,2023-08-10
ORD-549978,,Completed,312.08,West,High,2023-02-24
ORD-549979,USR-6196,Processing,2505.36,East,Medium,2023-09-23
ORD-549980,USR-5138,Processing,2004.7,North,High,2023-05-22
ORD-549981,USR-10523,Completed,1225.28,North,Medium,2023-01-30
ORD-549982,USR-4351,Pending,1243.14,North,Medium,2023-05-19
ORD-549983,USR-10930,Pending,4476.53,West,Medium,2023-05-28
ORD-549984,USR-11331,Pending,3377.1,West,Low,2023-06-30
ORD-549985,USR-9201,Cancelled,1807.64,South,Low,2023-09-10
ORD-549986,USR-7805,Pending,3482.56,West,Low,2023-05-28
ORD-549987,USR-10686,Cancelled,2738.01,South,Medium,2023-11-23
ORD-549988,USR-15963,Cancelled,3681.28,South,High,2023-01-03
ORD-549989,USR-14477,Pending,525.14,West,High,2023-04-07
ORD-549990,USR-2959,Pending,2498.06,East,Medium,2023-07-19
ORD-549991,USR-11927,Pending,794.47,South,Medium,2023-07-22
ORD-549992,USR-15266,Cancelled,2834.48,North,High,2023-07-14
ORD-549993,USR-10965,Pending,4201.51,South,Low,2023-11-11
ORD-549994,USR-12249,Pending,1593.81,East,Medium,2023-04-25
ORD-549995,USR-3808,Processing,1196.06,West,Medium,2023-07-23
ORD-549996,USR-1408,Pending,250.04,South,High,2023-08-06
ORD-549997,USR-10511,Pending,2456.34,East,Medium,2023-09-03
ORD-549998,USR-12460,Completed,487.83,East,Low,2023-11-07
ORD-549999,USR-11213,Pending,1294.52,North,Medium,2023-04-24
ORD-550000,USR-7367,Completed,2855.58,West,High,2024-01-10
ORD-550001,USR-10401,Completed,3401.35,South,Low,2024-01-21
ORD-550002,USR-8561,Processing,3117.5,East,Medium,2023-06-12
ORD-550003,USR-5890,Processing,368.85,West,High,2024-03-16
ORD-550004,USR-13296,Processing,1594.23,East,Medium,2024-02-04
ORD-550005,USR-14736,Completed,274.26,East,Medium,2023-07-29
ORD-550006,USR-5924,Completed,617.57,South,Medium,2023-07-17
ORD-550007,USR-12727,Pending,2931.92,North,Medium,2024-03-20
ORD-550008,USR-10242,Cancelled,1320.5,South,High,2024-03-01
ORD-550009,,Cancelled,536.16,North,Medium,2023-06-18
ORD-550010,USR-13474,Processing,1220.11,South,Medium,2023-02-16
ORD-550011,USR-15833,Processing,2645.07,West,Medium,2023-06-17
ORD-550012,USR-12381,Cancelled,1837.17,West,High,2024-02-21
ORD-550013,USR-14304,Cancelled,1611.66,West,Medium,2023-05-14
ORD-550014,USR-6551,Cancelled,3487.94,East,Low,2024-03-11
ORD-550015,USR-5853,Pending,1768.46,East,High,2024-01-08
ORD-550016,USR-5410,Pending,3032.3,South,Medium,2023-06-05
ORD-550017,USR-10835,Processing,2707.13,East,Low,2023-01-10
ORD-550018,USR-4789,Processing,1622.46,West,Low,2023-04-18
ORD-550019,USR-12492,Completed,3923.27,North,Low,2024-01-15
ORD-550020,USR-8228,Completed,512.34,West,High,2023-08-15
ORD-550021,USR-7290,Pending,4128.32,South,Medium,2023-07-21
ORD-550022,USR-13622,Pending,441.47,West,Low,2023-09-05
ORD-550023,USR-1488,Processing,2012.49,East,Medium,2023-08-08
ORD-550024,USR-10647,Pending,466.21,East,High,2023-07-26
ORD-550025,USR-7456,Pending,4220.28,North,Medium,2024-03-26
ORD-550026,USR-8365,Processing,2130.1,South,Medium,2023-11-23
ORD-550027,USR-2829,Completed,501.53,South,Low,2024-03-01
ORD-550028,USR-10353,Pending,2042.82,South,Medium,2023-01-02
ORD-550029,USR-5102,Pending,295.43,West,High,2023-10-29
ORD-550030,USR-5410,Cancelled,3266.3,North,High,2024-02-09
ORD-550031,USR-4925,Cancelled,4183.78,West,Low,2023-01-28
ORD-550032,USR-4767,Pending,837.88,East,Medium,2023-02-10
ORD-550033,USR-9535,Completed,2938.08,North,High,2023-05-25
ORD-550034,USR-13132,Cancelled,4485.93,North,Medium,2023-06-12
ORD-550035,USR-4170,Pending,2015.32,South,Medium,2023-05-07
ORD-550036,USR-15811,Processing,52.84,West,Medium,2023-06-19
ORD-550037,USR-2256,Completed,2490.55,East,High,2023-07-24
ORD-550038,,Pending,2088.61,West,Low,2023-11-08
ORD-550039,USR-12123,Completed,4456.91,South,High,2023-10-05
ORD-550040,USR-4784,Processing,1620.1,West,Medium,2023-02-24
ORD-550041,USR-4336,Completed,1563.81,South,Medium,2023-03-20
ORD-550042,USR-9038,Cancelled,3645.07,West,High,2024-01-12
ORD-550043,USR-8815,Completed,958.71,North,Medium,2024-02-15
ORD-550044,USR-7288,Processing,3027.32,South,High,2023-08-19
ORD-550045,USR-3907,Processing,280.7,East,High,2023-11-27
ORD-550046,USR-2532,Completed,4457.01,East,High,2023-08-10
ORD-550047,USR-14804,Pending,3764.47,North,High,2023-07-30
ORD-550048,USR-5773,Pending,1688.55,South,Low,2023-06-01
ORD-550049,USR-12878,Processing,2591.39,East,Low,2024-01-12
ORD-550050,USR-15007,Pending,4337.5,South,High,2023-01-21
ORD-550051,USR-1556,Pending,2539.77,South,High,2023-02-07
ORD-550052,USR-7926,Completed,3462.58,North,High,2023-03-18
ORD-550053,USR-13465,Completed,721.61,West,High,2023-01-10
ORD-550054,USR-2172,Processing,4443.49,South,Medium,2023-02-06
ORD-550055,USR-8082,Completed,4055.51,East,High,2023-04-22
ORD-550056,USR-9793,Processing,2305.31,North,Medium,2023-10-11
ORD-550057,USR-1513,Pending,2752.99,East,Medium,2023-08-11
ORD-550058,USR-7091,Pending,2479.77,West,High,2024-01-08
ORD-550059,USR-9379,Cancelled,3436.73,North,High,2023-12-11
ORD-550060,USR-11591,Cancelled,1647.16,South,Low,2023-03-22
ORD-550061,USR-1222,Pending,3054.83,North,Low,2023-11-04
ORD-550062,USR-4233,Processing,462.84,East,Medium,2023-10-12
ORD-550063,USR-7788,Cancelled,1234.46,West,Low,2024-01-08
ORD-550064,USR-14162,Processing,4134.65,South,High,2024-01-23
ORD-550065,USR-15182,Processing,636.81,North,High,2023-04-26
ORD-550066,USR-13464,Pending,2191.91,South,Low,2024-02-02
ORD-550067,USR-7007,Cancelled,2178.93,South,High,2023-07-05
ORD-550068,USR-15853,Completed,427.4,South,Medium,2023-11-22
ORD-550069,USR-10409,Cancelled,688.92,South,Medium,2024-03-03
ORD-550070,USR-8249,Processing,3988.32,East,Low,2023-09-20
ORD-550071,USR-2642,Processing,4446.17,West,High,2023-09-13
ORD-550072,USR-14663,Pending,4028.1,South,Low,2023-05-28
ORD-550073,USR-6269,Processing,2210.39,East,Low,2024-03-14
ORD-550074,USR-10952,Processing,1287.74,East,Low,2024-03-26
ORD-550075,USR-15767,Processing,2282.72,East,Medium,2023-06-26
ORD-550076,USR-6300,Pending,2783.0,North,Medium,2024-03-20
ORD-550077,USR-2835,Processing,3938.39,West,Medium,2023-07-04
ORD-550078,,Cancelled,2046.54,East,High,2023-03-03
ORD-550079,USR-3534,Cancelled,2402.81,South,High,2024-01-19
ORD-550080,USR-10075,Processing,2500.39,East,Medium,2023-06-11
ORD-550081,USR-6521,Cancelled,523.14,West,Medium,2023-04-07
ORD-550082,USR-1355,Completed,2527.47,East,Medium,2023-10-25
ORD-550083,USR-15135,Completed,265.55,South,Medium,2023-10-13
ORD-550084,USR-9680,Completed,3326.9,South,Low,2023-04-24
ORD-550085,USR-6684,Completed,3491.25,North,High,2023-12-30
ORD-550086,USR-1548,Cancelled,1342.85,North,Low,2023-11-02
ORD-550087,USR-2126,Pending,3730.95,East,Low,2023-08-31
ORD-550088,USR-9642,Cancelled,3859.23,East,Low,2023-03-19
ORD-550089,USR-14408,Cancelled,2758.66,West,High,2023-09-10
ORD-550090,USR-12095,Processing,2626.18,West,Low,2024-02-15
ORD-550091,USR-3191,Processing,1223.58,West,Low,2024-02-25
ORD-550092,USR-11268,Processing,965.11,North,High,2024-02-02
ORD-550093,USR-6743,Processing,294.99,North,High,2023-11-09
ORD-550094,USR-15955,Processing,3392.03,South,Medium,2023-07-31
ORD-550095,USR-10338,Cancelled,3447.96,West,High,2023-10-27
ORD-550096,USR-5675,Processing,1133.97,North,High,2023-04-15
ORD-550097,USR-14635,Cancelled,4096.99,West,Low,2023-12-15
ORD-550098,USR-5264,Pending,2531.04,South,High,2023-04-16
ORD-550099,USR-5044,Processing,2064.3,West,Medium,2024-01-13
ORD-550100,USR-5920,Pending,4391.48,West,Low,2023-10-23
ORD-550101,USR-11662,Completed,971.25,South,High,2024-03-06
ORD-550102,USR-6084,Cancelled,3009.02,West,Medium,2023-07-11
ORD-550103,USR-1299,Pending,380.97,East,High,2023-03-16
ORD-550104,USR-9116,Cancelled,3516.59,North,Medium,2023-05-26
ORD-550105,USR-9042,Cancelled,3687.89,West,Medium,2024-02-06
ORD-550106,USR-7630,Pending,2153.28,West,Medium,2023-06-22
ORD-550107,USR-15631,Processing,2092.03,East,Low,2023-01-03
ORD-550108,USR-3029,Cancelled,1281.43,North,Medium,2023-05-07
ORD-550109,USR-13517,Cancelled,936.81,East,Medium,2023-05-25
ORD-550110,USR-12444,Pending,1910.45,West,Medium,2023-11-06
ORD-550111,USR-3852,Pending,415.48,South,High,2023-12-01
ORD-550112,USR-7873,Completed,2310.51,East,High,2023-06-17
ORD-550113,USR-12037,Cancelled,4484.82,West,Low,2023-01-10
ORD-550114,USR-9937,Pending,1965.84,West,Medium,2023-04-02
ORD-550115,USR-6628,Processing,2585.77,South,Low,2023-08-19
ORD-550116,USR-2119,Pending,1000.85,North,Medium,2023-10-04
